Team,ban_1,ban_2,ban_3
blueBans,Azir,Lissandra,Gnar
blueBans,Azir,Lissandra,Janna
blueBans,Kassadin,JarvanIV,Janna
blueBans,Azir,Xerath,Lissandra
blueBans,Corki,Morgana,Lissandra
blueBans,Xerath,Azir,Lissandra
blueBans,Leblanc,Renekton,Gnar
blueBans,Zed,Lissandra,Sion
blueBans,Leblanc,Kassadin,Lulu
blueBans,Rumble,Lissandra,Leblanc
blueBans,Morgana,Fizz,Janna
blueBans,Kassadin,Leblanc,Janna
blueBans,Azir,Xerath,Rumble
blueBans,Rengar,Kassadin,RekSai
blueBans,Rumble,Kassadin,Lissandra
blueBans,Lulu,Corki,Kassadin
blueBans,Rumble,Kassadin,Lissandra
blueBans,Leblanc,Azir,Cassiopeia
blueBans,Fizz,Morgana,Sivir
blueBans,Morgana,Lulu,Kassadin
blueBans,Rumble,Kassadin,Gnar
blueBans,Rumble,Kassadin,Janna
blueBans,Lulu,Janna,Kassadin
blueBans,Lissandra,Rengar,Gnar
blueBans,Lulu,Janna,Leblanc
blueBans,Lissandra,Rumble,Thresh
blueBans,Lulu,Veigar,Cassiopeia
blueBans,Leblanc,Zed,Gnar
blueBans,Morgana,Lulu,Janna
blueBans,Lissandra,Kassadin,Leblanc
blueBans,Lulu,Jayce,DrMundo
blueBans,Leblanc,Xerath,Kassadin
blueBans,Fizz,Azir,Kassadin
blueBans,Lissandra,Morgana,Janna
blueBans,Cassiopeia,Leblanc,Kassadin
blueBans,Lissandra,Morgana,Janna
blueBans,Fizz,Rengar,RekSai
blueBans,Leblanc,Jayce,Lulu
blueBans,Sion,Corki,Lissandra
blueBans,Leblanc,Azir,Lissandra
blueBans,Rumble,Gnar,Maokai
blueBans,Lulu,Morgana,Kassadin
blueBans,Lissandra,Rumble,Leblanc
blueBans,Cassiopeia,Lulu,Leblanc
blueBans,Fizz,RekSai,Lulu
blueBans,Lissandra,Rumble,Xerath
blueBans,Gnar,Lissandra,Lulu
blueBans,Lissandra,Corki,RekSai
blueBans,Leblanc,DrMundo,Kassadin
blueBans,Lissandra,Kassadin,Gnar
blueBans,Corki,Cassiopeia,Lissandra
blueBans,Leblanc,Lissandra,Lulu
blueBans,Leblanc,Nidalee,Lissandra
blueBans,Xerath,Thresh,Lulu
blueBans,Leblanc,Lissandra,Maokai
blueBans,Xerath,RekSai,Kassadin
blueBans,Leblanc,Lulu,Kassadin
blueBans,Xerath,RekSai,Kalista
blueBans,Morgana,JarvanIV,Corki
blueBans,Ahri,LeeSin,Kassadin
blueBans,Ahri,Kassadin,LeeSin
blueBans,Janna,Lulu,Kassadin
blueBans,Ahri,Ezreal,Lissandra
blueBans,Ahri,Nunu,Leblanc
blueBans,Kassadin,LeeSin,RekSai
blueBans,Leblanc,Rumble,Veigar
blueBans,Kalista,Kassadin,RekSai
blueBans,LeeSin,RekSai,Lulu
blueBans,Ahri,Lissandra,JarvanIV
blueBans,Kassadin,Rumble,Veigar
blueBans,Leblanc,Rumble,Xerath
blueBans,Rumble,Veigar,Nunu
blueBans,Leblanc,RekSai,Thresh
blueBans,Veigar,Xerath,Lissandra
blueBans,Ezreal,Leblanc,Corki
blueBans,RekSai,Xerath,KogMaw
blueBans,Fizz,Maokai,Kassadin
blueBans,Leblanc,Veigar,Cassiopeia
blueBans,Kalista,Rumble,Xerath
blueBans,Kassadin,Leblanc,RekSai
blueBans,Veigar,Kalista,Xerath
blueBans,Veigar,Kalista,Lissandra
blueBans,Annie,Xerath,Ezreal
blueBans,Rumble,Lissandra,Lulu
blueBans,Leblanc,Ezreal,Corki
blueBans,Leblanc,Ezreal,Veigar
blueBans,Rumble,Kalista,Lissandra
blueBans,Lulu,Viktor,Kalista
blueBans,Kalista,Lulu,RekSai
blueBans,Morgana,Leblanc,Ahri
blueBans,Kalista,Zed,Leblanc
blueBans,Lulu,RekSai,Thresh
blueBans,Rumble,Ezreal,Udyr
blueBans,Nidalee,LeeSin,Kalista
blueBans,Lissandra,Ezreal,Leblanc
blueBans,Maokai,Kalista,Annie
blueBans,Viktor,Lissandra,Rumble
blueBans,Cassiopeia,Kalista,Thresh
blueBans,Lulu,Lissandra,Maokai
blueBans,Sion,Maokai,Kalista
blueBans,Leblanc,Thresh,Irelia
blueBans,Leblanc,Annie,RekSai
blueBans,Nidalee,Rumble,Lissandra
blueBans,Cassiopeia,Maokai,Leblanc
blueBans,Lulu,Lissandra,Xerath
blueBans,Lulu,Xerath,Kalista
blueBans,Leblanc,Rumble,Anivia
blueBans,Annie,Leblanc,TwistedFate
blueBans,Urgot,Nidalee,Cassiopeia
blueBans,Cassiopeia,Xerath,Kalista
blueBans,Nidalee,Leblanc,Lulu
blueBans,Thresh,Lulu,Leblanc
blueBans,Urgot,Cassiopeia,Chogath
blueBans,Xerath,Annie,Lissandra
blueBans,Leblanc,Nunu,Rumble
blueBans,Thresh,Lissandra,RekSai
blueBans,Cassiopeia,RekSai,Xerath
blueBans,Cassiopeia,Gnar,Sivir
blueBans,Vladimir,Thresh,Leblanc
blueBans,Leblanc,Maokai,Hecarim
blueBans,RekSai,Nidalee,Lulu
blueBans,Leblanc,TwistedFate,Sejuani
blueBans,Urgot,Chogath,Azir
blueBans,Leblanc,TwistedFate,Cassiopeia
blueBans,Azir,Cassiopeia,Lulu
blueBans,Hecarim,Thresh,Zed
blueBans,Azir,Gragas,Alistar
blueBans,Leblanc,Gragas,Sejuani
blueBans,Hecarim,Cassiopeia,Leblanc
blueBans,Zed,Gnar,Leblanc
blueBans,Gragas,Azir,Shyvana
blueBans,Azir,Shyvana,Jayce
blueBans,Lulu,Gragas,Leblanc
blueBans,Thresh,Sejuani,Gragas
blueBans,Gnar,Leblanc,RekSai
blueBans,Bard,Sejuani,Alistar
blueBans,Leblanc,Maokai,Sejuani
blueBans,Cassiopeia,Leblanc,RekSai
blueBans,Leblanc,Zed,Gnar
blueBans,Azir,Cassiopeia,Lulu
blueBans,Leblanc,Nautilus,Gragas
blueBans,Zed,Ahri,Gnar
blueBans,,,
blueBans,Kalista,Maokai,Azir
blueBans,Yasuo,Gragas,Sejuani
blueBans,Vayne,Kalista,Maokai
blueBans,Maokai,Alistar,Leblanc
blueBans,Cassiopeia,Leblanc,Gragas
blueBans,Cassiopeia,Leblanc,Sejuani
blueBans,Varus,Azir,Leblanc
blueBans,Kalista,Gragas,Leblanc
blueBans,Azir,Gnar,Leblanc
blueBans,Zed,Ahri,Vladimir
blueBans,Azir,Urgot,RekSai
blueBans,Lulu,Sejuani,Maokai
blueBans,Cassiopeia,Vayne,Azir
blueBans,Leblanc,Sejuani,Sivir
blueBans,Azir,Bard,Sejuani
blueBans,Lulu,Viktor,Maokai
blueBans,Alistar,Leblanc,Rumble
blueBans,Sejuani,Bard,Gragas
blueBans,Gnar,Sivir,Alistar
blueBans,Gnar,Sivir,Alistar
blueBans,Viktor,Leblanc,Varus
blueBans,Vayne,Alistar,Kalista
blueBans,Sivir,Nunu,Sejuani
blueBans,Viktor,Evelynn,Leblanc
blueBans,Viktor,Leblanc,Gragas
blueBans,Azir,Cassiopeia,Bard
blueBans,Sivir,Sejuani,RekSai
blueBans,Azir,Cassiopeia,Sivir
blueBans,Leblanc,RekSai,Sivir
blueBans,Fizz,Sivir,Leblanc
blueBans,Hecarim,Ryze,Evelynn
blueBans,Viktor,Gragas,Kalista
blueBans,Hecarim,Ryze,Leblanc
blueBans,Ryze,Alistar,Zed
blueBans,Fizz,Varus,Leblanc
blueBans,Gragas,Leblanc,Evelynn
blueBans,Gnar,Azir,Cassiopeia
blueBans,Thresh,Leblanc,Gragas
blueBans,Viktor,Leblanc,Kalista
blueBans,Sivir,Kalista,Leblanc
blueBans,Lulu,Sejuani,Gragas
blueBans,Thresh,Ryze,Alistar
blueBans,Thresh,Cassiopeia,Ryze
blueBans,Rumble,Leblanc,RekSai
blueBans,Leblanc,Gragas,Maokai
blueBans,Nidalee,RekSai,Leblanc
blueBans,Zed,Gragas,Vayne
blueBans,Leblanc,Gragas,Ryze
blueBans,Varus,Viktor,Gragas
blueBans,Varus,Viktor,Cassiopeia
blueBans,Cassiopeia,Kalista,Ahri
blueBans,Varus,Leblanc,Thresh
blueBans,Varus,Leblanc,Ahri
blueBans,Leblanc,Gragas,Alistar
blueBans,Rumble,Gragas,Sivir
blueBans,Viktor,Annie,Kalista
blueBans,RekSai,Gragas,Sivir
blueBans,Leblanc,Gragas,Maokai
blueBans,Azir,Ryze,Annie
blueBans,Hecarim,Cassiopeia,Alistar
blueBans,Maokai,Kalista,Thresh
blueBans,Maokai,Kalista,Ekko
blueBans,Hecarim,Alistar,Annie
blueBans,Zed,Riven,Ryze
blueBans,Maokai,Rumble,Leblanc
blueBans,Vayne,RekSai,Ryze
blueBans,Varus,Thresh,Gragas
blueBans,Sivir,Ryze,Leblanc
blueBans,Maokai,Hecarim,Alistar
blueBans,Rumble,Annie,Nautilus
blueBans,Vayne,Rumble,RekSai
blueBans,Annie,Ekko,Alistar
blueBans,RekSai,Annie,Alistar
blueBans,Zed,Ahri,Alistar
blueBans,Hecarim,Lulu,Gragas
blueBans,Azir,Lulu,Gragas
blueBans,Cassiopeia,Alistar,Gragas
blueBans,Nidalee,Maokai,Annie
blueBans,Nidalee,Rumble,Maokai
blueBans,Gragas,Shen,Kalista
blueBans,Annie,RekSai,Ryze
blueBans,Rumble,Gragas,Varus
blueBans,Azir,Fizz,Alistar
blueBans,Annie,Nautilus,Alistar
blueBans,Nidalee,Ryze,RekSai
blueBans,Annie,Viktor,Alistar
blueBans,Rumble,Maokai,Ryze
blueBans,Shen,Gragas,Alistar
blueBans,Alistar,RekSai,Ryze
blueBans,Gragas,Maokai,RekSai
blueBans,Azir,Ryze,Maokai
blueBans,Rumble,Cassiopeia,Maokai
blueBans,Cassiopeia,Lulu,Ryze
blueBans,Zed,Ahri,Annie
blueBans,Annie,RekSai,Viktor
blueBans,Azir,Alistar,Ryze
blueBans,RekSai,Nautilus,Gragas
blueBans,Evelynn,RekSai,Annie
blueBans,Nidalee,Ryze,Alistar
blueBans,Annie,Evelynn,Ryze
blueBans,Nidalee,Annie,RekSai
blueBans,Sivir,Annie,Cassiopeia
blueBans,KogMaw,Annie,RekSai
blueBans,Azir,Annie,Rumble
blueBans,Thresh,Lulu,RekSai
blueBans,Nidalee,Alistar,RekSai
blueBans,Gragas,Maokai,RekSai
blueBans,Gragas,Ezreal,Riven
blueBans,Annie,Maokai,Ryze
blueBans,Rumble,Ezreal,Annie
blueBans,Ezreal,Annie,Rumble
blueBans,Viktor,Nidalee,RekSai
blueBans,Rumble,Evelynn,Azir
blueBans,Zed,Thresh,Hecarim
blueBans,Azir,Viktor,Cassiopeia
blueBans,Yasuo,Zed,Ahri
blueBans,Ryze,Annie,Gragas
blueBans,Evelynn,Annie,Sivir
blueBans,Ezreal,Rumble,Gragas
blueBans,Ekko,Thresh,Annie
blueBans,Ekko,Thresh,Annie
blueBans,Viktor,Alistar,Azir
blueBans,Shen,Ryze,TwistedFate
blueBans,Annie,Viktor,Alistar
blueBans,Rumble,Ezreal,DrMundo
blueBans,Gragas,Viktor,Ryze
blueBans,Hecarim,Rumble,Azir
blueBans,Ezreal,Zed,Gragas
blueBans,Azir,Rumble,Hecarim
blueBans,Annie,Evelynn,Sivir
blueBans,Azir,Ryze,Gnar
blueBans,Azir,Ryze,Gnar
blueBans,Ezreal,Annie,Ryze
blueBans,Shen,Bard,Annie
blueBans,Shen,Nidalee,Thresh
blueBans,Rumble,Ezreal,Annie
blueBans,Thresh,Fizz,Azir
blueBans,Thresh,Viktor,Azir
blueBans,Rumble,Maokai,Corki
blueBans,Rumble,Ezreal,Alistar
blueBans,Zed,RekSai,KogMaw
blueBans,Viktor,Fizz,TwistedFate
blueBans,Annie,Azir,Braum
blueBans,Annie,Evelynn,TwistedFate
blueBans,Zed,Ahri,TwistedFate
blueBans,RekSai,Gragas,Kalista
blueBans,Gragas,RekSai,Annie
blueBans,KogMaw,RekSai,Gragas
blueBans,Maokai,Rumble,Annie
blueBans,Maokai,Rumble,Annie
blueBans,Alistar,Annie,Lucian
blueBans,Viktor,Ryze,Maokai
blueBans,Alistar,Annie,Lucian
blueBans,Ezreal,Thresh,KogMaw
blueBans,Ezreal,TwistedFate,Annie
blueBans,Ezreal,RekSai,Gnar
blueBans,Azir,TwistedFate,Fizz
blueBans,Ezreal,RekSai,Alistar
blueBans,Braum,Fizz,Thresh
blueBans,Gragas,Alistar,Ryze
blueBans,Rumble,Azir,TwistedFate
blueBans,Zed,TwistedFate,Yasuo
blueBans,Yasuo,Hecarim,KogMaw
blueBans,Alistar,Annie,Gragas
blueBans,TwistedFate,Ezreal,Rumble
blueBans,Cassiopeia,Gragas,Olaf
blueBans,Annie,Azir,Nidalee
blueBans,Ezreal,Braum,Gnar
blueBans,Ezreal,Gragas,Riven
blueBans,TwistedFate,Nidalee,Vayne
blueBans,Ezreal,Alistar,RekSai
blueBans,RekSai,Gragas,Evelynn
blueBans,TwistedFate,RekSai,Elise
blueBans,TwistedFate,Ekko,Maokai
blueBans,Zed,Ahri,TwistedFate
blueBans,Nidalee,Braum,Annie
blueBans,Azir,Nidalee,Elise
blueBans,Azir,Viktor,Nidalee
blueBans,Kennen,Annie,Braum
blueBans,Maokai,TwistedFate,RekSai
blueBans,Maokai,TwistedFate,Kalista
blueBans,TwistedFate,Vayne,Elise
blueBans,JarvanIV,Shen,Ryze
blueBans,Rumble,Azir,Elise
blueBans,TwistedFate,Annie,Shen
blueBans,TwistedFate,Shen,Annie
blueBans,TwistedFate,Zed,Elise
blueBans,RekSai,Annie,Braum
blueBans,Zed,Braum,RekSai
blueBans,Maokai,Ryze,Gragas
blueBans,Annie,LeeSin,RekSai
blueBans,Annie,RekSai,TwistedFate
blueBans,Azir,Shen,Elise
blueBans,Gragas,Ryze,RekSai
blueBans,RekSai,Ryze,TwistedFate
blueBans,Irelia,Rumble,Maokai
blueBans,Azir,TwistedFate,Kalista
blueBans,Yasuo,Kennen,Azir
blueBans,,,
blueBans,Yasuo,TwistedFate,Kennen
blueBans,Azir,TwistedFate,Diana
blueBans,Yasuo,Kalista,Viktor
blueBans,Azir,Cassiopeia,Shen
blueBans,Azir,Cassiopeia,Shen
blueBans,Ryze,Braum,Shen
blueBans,Azir,Riven,Shen
blueBans,,,
blueBans,Shen,Fizz,Lulu
blueBans,Vayne,Evelynn,Kalista
blueBans,Fizz,Shen,Lulu
blueBans,Azir,Shen,Braum
blueBans,Lulu,TwistedFate,Gangplank
blueBans,Azir,Shen,TwistedFate
blueBans,Lulu,Fiora,Malphite
blueBans,Azir,Shen,Diana
blueBans,Gangplank,Malphite,Kalista
blueBans,Malphite,Kalista,Gangplank
blueBans,,,
blueBans,Gangplank,Ashe,Kalista
blueBans,Shen,Fizz,Fiora
blueBans,Gangplank,Ashe,Elise
blueBans,Gangplank,TwistedFate,Kalista
blueBans,Ryze,Gangplank,MissFortune
blueBans,Fiora,Lissandra,Lulu
blueBans,Lulu,Gangplank,Ryze
blueBans,TwistedFate,Zed,Ryze
blueBans,Trundle,Lissandra,Ryze
blueBans,Kindred,TahmKench,Alistar
blueBans,TahmKench,Lulu,Kalista
blueBans,TwistedFate,Ryze,MissFortune
blueBans,LeeSin,MissFortune,Ryze
blueBans,Lux,Gangplank,Ryze
blueBans,Lissandra,Lulu,TwistedFate
blueBans,Ryze,Gangplank,Fiora
blueBans,Fiora,Gangplank,Ryze
blueBans,Zed,TwistedFate,Leblanc
blueBans,Fiora,RekSai,Elise
blueBans,Lissandra,Lulu,Ryze
blueBans,RekSai,Fiora,TahmKench
blueBans,Kalista,Lissandra,Ryze
blueBans,Fiora,TahmKench,Gangplank
blueBans,Lulu,Graves,Quinn
blueBans,TahmKench,Alistar,Ryze
blueBans,Quinn,Kalista,Ryze
blueBans,Lux,Lulu,Corki
blueBans,Quinn,TwistedFate,Gangplank
blueBans,TwistedFate,Ryze,Gangplank
blueBans,LeeSin,Lissandra,Ryze
blueBans,TwistedFate,Gangplank,Ryze
blueBans,Zed,Kalista,Leblanc
blueBans,Viktor,Poppy,Gangplank
blueBans,Quinn,Graves,Gangplank
blueBans,Zed,TwistedFate,Ryze
blueBans,Viktor,Lissandra,Gangplank
blueBans,TahmKench,Gangplank,Graves
blueBans,LeeSin,Lulu,Ryze
blueBans,TahmKench,Graves,Gangplank
blueBans,Varus,Quinn,Gangplank
blueBans,Corki,Alistar,Gangplank
blueBans,LeeSin,Lissandra,Gangplank
blueBans,TwistedFate,Zed,Viktor
blueBans,TahmKench,Ryze,Corki
blueBans,Nidalee,Gangplank,Viktor
blueBans,Ryze,Corki,Lulu
blueBans,Fiora,TahmKench,Lulu
blueBans,Quinn,Gangplank,Ryze
blueBans,Viktor,Ryze,Lissandra
blueBans,Elise,Graves,Gangplank
blueBans,Gangplank,Viktor,Corki
blueBans,TwistedFate,Ryze,Zed
blueBans,Nidalee,Thresh,Trundle
blueBans,Zed,TwistedFate,Kalista
blueBans,Lux,Gangplank,Trundle
blueBans,Ryze,Kalista,Poppy
blueBans,Nidalee,Quinn,Lulu
blueBans,Corki,LeeSin,Ryze
blueBans,Viktor,RekSai,Quinn
blueBans,Kalista,Elise,Gangplank
blueBans,Thresh,Trundle,Lulu
blueBans,Ryze,Gangplank,Kalista
blueBans,TwistedFate,Kalista,Lulu
blueBans,Ryze,Nidalee,Gangplank
blueBans,Quinn,Gangplank,Alistar
blueBans,Ryze,Poppy,Alistar
blueBans,Fiora,Viktor,Nidalee
blueBans,Kalista,Viktor,Ryze
blueBans,LeeSin,Nidalee,Corki
blueBans,Fiora,Poppy,Ryze
blueBans Quinn,Lulu,Gangplank,
redBans,Soraka,Ryze,Ekko
redBans,Nidalee,Ryze,Sivir
redBans,Kindred,Trundle,Azir
redBans,Nidalee,Azir,Soraka
redBans,Fizz,TwistedFate,Ryze
redBans,Nidalee,Soraka,Lucian
redBans,Ekko,,
redBans,Nidalee,Viktor,Lucian
redBans,Azir,Ryze,Karma
redBans,Alistar,Trundle,Ekko
redBans,Lucian,Ryze,Bard
redBans,Lucian,Viktor,Nidalee
redBans,Lucian,Bard,Ryze
redBans,Nidalee,Ekko,Kindred
redBans,Twitch,Soraka,Ryze
redBans,Ryze,Azir,Nidalee
redBans,Nidalee,Ryze,Lucian
redBans,Vladimir,Azir,Kindred
redBans,Viktor,Fiora,Ezreal
redBans,Ryze,Bard,Sivir
redBans,Azir,Viktor,Lucian
redBans,Vladimir,Swain,Trundle
redBans,RekSai,TwistedFate,Vladimir
redBans,Vladimir,Swain,RekSai
redBans,Kindred,Maokai,Zed
redBans,Vladimir,Ryze,Fizz
redBans,Diana,Shen,Kindred
redBans,Azir,Ryze,Irelia
redBans,Viktor,Trundle,Vladimir
redBans,Swain,Ryze,Vladimir
redBans,Vladimir,Azir,Nidalee
redBans,Fiora,Bard,Ryze
redBans,Nidalee,Swain,Karma
redBans,Fiora,Bard,Ryze
redBans,Vladimir,Ryze,Azir
redBans,TwistedFate,Zed,Ryze
redBans,Vladimir,Ryze,Karma
redBans,Vladimir,TwistedFate,Kindred
redBans,Lucian,Bard,Ezreal
redBans,Nidalee,Ryze,Vladimir
redBans,Jax,Diana,Shen
redBans,TwistedFate,Ezreal,Vladimir
redBans,Vladimir,Azir,Viktor
redBans,TwistedFate,Swain,Azir
redBans,Jax,Vladimir,Elise
redBans,Ashe,Trundle,Vladimir
redBans,Jax,Vladimir,RekSai
redBans,Azir,Vladimir,Karma
redBans,Vladimir,Leblanc,Irelia
redBans,Azir,Karma,Vladimir
redBans,Elise,Vladimir,Azir
redBans,Shen,Leblanc,Vladimir
redBans,Elise,Vladimir,Jax
redBans,Vladimir,Swain,Shen
redBans,Azir,RekSai,TwistedFate
redBans,RekSai,TwistedFate,Shen
redBans,Vladimir,Azir,Karma
redBans,Thresh,Ashe,Ryze
redBans,Azir,Jhin,Vladimir
redBans,Ryze,Vladimir,Hecarim
redBans,Vladimir,TwistedFate,Leblanc
redBans,RekSai,Azir,Vladimir
redBans,Vladimir,TwistedFate,Irelia
redBans,Vladimir,Shen,Azir
redBans,Vladimir,Karma,Azir
redBans,Ryze,Viktor,Vladimir
redBans,Shen,Ryze,Vladimir
redBans,Vladimir,Azir,Karma
redBans,Kassadin,Thresh,Vladimir
redBans,Illaoi,Azir,Shen
redBans,Bard,Elise,Vladimir
redBans,TwistedFate,Irelia,Vladimir
redBans,Ryze,Karma,Azir
redBans,Azir,Jax,Vladimir
redBans,Leblanc,Bard,Vladimir
redBans,Azir,Jax,Vladimir
redBans,Ryze,Shen,Vladimir
redBans,Illaoi,Taliyah,Leblanc
redBans,Vladimir,Jhin,Irelia
redBans,Leblanc,Ryze,Nidalee
redBans,Vladimir,Azir,Malzahar
redBans,Leblanc,Nidalee,Gangplank
redBans,Taliyah,Leblanc,Vladimir
redBans,Jax,Azir,Vladimir
redBans,Vladimir,Leblanc,Cassiopeia
redBans,Jax,Braum,RekSai
redBans,Bard,Cassiopeia,Vladimir
redBans,Jax,Shen,Diana
redBans,Elise,Irelia,Karma
redBans,Gangplank,Sivir,Braum
redBans,Malzahar,Vladimir,Jhin
redBans,Bard,Cassiopeia,Vladimir
redBans,Azir,Vladimir,Karma
redBans,TwistedFate,Malzahar,Fiora
redBans,Braum,Vladimir,Soraka
redBans,Malzahar,Vladimir,Jhin
redBans,Taliyah,Trundle,Braum
redBans,Malzahar,Vladimir,Sivir
redBans,Malzahar,Vladimir,Sivir
redBans,Malzahar,Vladimir,Sivir
redBans,Vladimir,Gangplank,Jhin
redBans,Vladimir,Jhin,Gangplank
redBans,Karma,Taliyah,Vladimir
redBans,Camille,Rengar,Elise
redBans,Leblanc,Rengar,Khazix
redBans,Ryze,Camille,Rengar
redBans,Camille,Ashe,Leblanc
redBans,Camille,Ezreal,Ryze
redBans,Camille,Leblanc,Khazix
redBans,Camille,Zyra,Rengar
redBans,Camille,Leblanc,Rengar
redBans,Camille,Rengar,Zyra
redBans,Camille,Ryze,Malzahar
redBans,Camille,Zyra,Rengar
redBans,Camille,Rengar,Leblanc
redBans,Camille,Rengar,Ivern
redBans,Leblanc,Rengar,Camille
redBans,Leblanc,Rengar,Camille
redBans,Ryze,Jayce,Fiora
redBans,Camille,Leblanc,Rengar
redBans,Leblanc,Rengar,Ryze
redBans,Camille,Rengar,MissFortune
redBans,Camille,Rengar,Leblanc
redBans,Camille,Rengar,Jayce
redBans,Camille,Rengar,Leblanc
redBans,Camille,Leblanc,Jayce
redBans,Leblanc,Rengar,Camille
redBans,Khazix,Rengar,Elise
redBans,Leblanc,Rengar,Camille
redBans,Camille,Rengar,Jayce
redBans,Jayce,Leblanc,Camille
redBans,Rengar,Camille,Leblanc
redBans,Camille,Rengar,Malzahar
redBans,Leblanc,Rengar,Camille
redBans,Camille,Rengar,Malzahar
redBans,Rengar,Jayce,Varus
redBans,Leblanc,Camille,Rengar
redBans,Rengar,Malzahar,Varus
redBans,Leblanc,Rengar,Camille
redBans,Camille,Leblanc,Rengar
redBans,Jayce,Rengar,Khazix
redBans,Ryze,Leblanc,Jayce
redBans,Jayce,Rengar,Khazix
redBans,Rengar,Leblanc,Graves
redBans,Camille,Jayce,Jhin
redBans,Jayce,Camille,Ivern
redBans,Rengar,Jayce,Camille
redBans,Leblanc,Jayce,Rengar
redBans,Camille,Varus,Zyra
redBans,Leblanc,Jayce,Rengar
redBans,Jayce,Jhin,Shen
redBans,Jayce,Rengar,Camille
redBans,Graves,Rengar,Leblanc
redBans,Leblanc,Jayce,Ivern
redBans,Ivern,Zyra,Varus
redBans,Camille,Leblanc,Rengar
redBans,Ivern,Syndra,Leblanc
redBans,Jayce,Varus,Ekko
redBans,Leblanc,Renekton,Malzahar
redBans,Varus,Jhin,Leblanc
redBans,Elise,Leblanc,Camille
redBans,Varus,Leblanc,Jhin
redBans,Leblanc,Varus,Rengar
redBans,Swain,Leblanc,Rengar
redBans,Leblanc,Varus,Camille
redBans,Camille,Jayce,Leblanc
redBans,Lucian,Ivern,Jayce
redBans,Ivern,Camille,Ryze
redBans,Varus,Rengar,Leblanc
redBans,Graves,Renekton,Ivern
redBans,Graves,Rengar,Ekko
redBans,Ivern,Jayce,Rumble
redBans,Elise,Syndra,Shen
redBans,Graves,Cassiopeia,Syndra
redBans,Ahri,Kindred,Ekko
redBans,Syndra,Rengar,Ivern
redBans,Camille,Graves,Gragas
redBans,Syndra,Lulu,Malzahar
redBans,Caitlyn,Rengar,Shen
redBans,Ivern,Malzahar,Camille
redBans,Annie,Leblanc,Ekko
redBans,Graves,Rengar,Jayce
redBans,Rengar,Elise,Lulu
redBans,Kled,Jayce,Renekton
redBans,Graves,Zyra,Talon
redBans,Leblanc,Rengar,Graves
redBans,Caitlyn,Talon,Ekko
redBans,Rumble,Graves,Rengar
redBans,Shen,Lulu,Graves
redBans,Syndra,Jayce,Nautilus
redBans,Thresh,Camille,Renekton
redBans,Syndra,Jayce,Graves
redBans,Camille,Rengar,Khazix
redBans,Graves,Cassiopeia,Malzahar
redBans,Kled,Renekton,Elise
redBans,Ivern,Zyra,Rengar
redBans,Syndra,Rumble,Orianna
redBans,Thresh,Camille,Rumble
redBans,Syndra,Rengar,Rumble
redBans,Thresh,Camille,Rumble
redBans,Syndra,Shen,Rumble
redBans,Graves,Rumble,Vladimir
redBans,Graves,Rumble,Vladimir
redBans,Thresh,Syndra,Rengar
redBans,Graves,Malzahar,Rumble
redBans,Thresh,Syndra,Rengar
redBans,Thresh,Fizz,Rumble
redBans,Thresh,Syndra,Rumble
redBans,Thresh,Syndra,Fizz
redBans,Ivern,Braum,Orianna
redBans,Ivern,Braum,Fizz
redBans,Zyra,Kennen,Karma
redBans,Braum,Ivern,Viktor
redBans,Ivern,Braum,Viktor
redBans,Ivern,Lucian,Graves
redBans,Zac,Kassadin,Elise
redBans,Zac,Galio,Zyra
redBans,Zac,Kassadin,Elise
redBans,,,
redBans,Karma,Fiora,Jayce
redBans,,,
redBans,Zac,Elise,Galio
redBans,Thresh,Elise,Caitlyn
redBans,Zac,Galio,Rumble
redBans,Zyra,Zac,Elise
redBans,Zac,Kennen,Elise
redBans,Zac,Galio,Elise
redBans,Gragas,Xayah,Zac
redBans,Xayah,Zac,Galio
redBans,Syndra,Ashe,
redBans,Xayah,Zac,Galio
redBans,Zac,Galio,Elise
redBans,Zac,Galio,Gragas
redBans,Elise,TahmKench,Galio
redBans,Zac,Galio,Elise
redBans,TahmKench,Elise,Galio
redBans,Elise,Caitlyn,Rakan
redBans,Elise,Caitlyn,Galio
redBans,Zac,Galio,Elise
redBans,Elise,Xayah,Galio
redBans,LeeSin,Zac,Thresh
redBans,Renekton,Xayah,Galio
redBans,Zac,Thresh,Elise
redBans,Zac,Galio,Lucian
redBans,Zac,Galio,Elise
redBans,Elise,Caitlyn,Galio
redBans,Zac,Elise,Fiora
redBans,Zac,Caitlyn,Camille
redBans,Zac,Galio,Sejuani
redBans,Zac,Caitlyn,Thresh
redBans,Zac,Caitlyn,Braum
redBans,Taliyah,Caitlyn,Galio
redBans,Taliyah,Caitlyn,Galio
redBans,Syndra,Orianna,Zac
redBans,Taliyah,Caitlyn,Thresh
redBans,Caitlyn,Jayce,Zac
redBans,Khazix,Jayce,Talon
redBans,Xayah,Jayce,Zac
redBans,Thresh,Galio,Alistar
redBans,Caitlyn,Jayce,Braum
redBans,Zac,Caitlyn,Elise
redBans,Jayce,Khazix,Galio
redBans,Caitlyn,Elise,Chogath
redBans,Khazix,LeeSin,Braum
redBans,Thresh,Caitlyn,Jayce
redBans,Braum,LeeSin,Khazix
redBans,Thresh,Caitlyn,Orianna
redBans,LeeSin,Alistar,JarvanIV
redBans,Jayce,Galio,Khazix
redBans,Chogath,Zac,Maokai
redBans,Kassadin,Cassiopeia,
